#Contains n=10000 samples of coefficients A and B, defined in [2006.02830]. The distribution for NRQCD LDMEs from [0710.0994] at m_c=1.4GeV.
#A[GeV^(3/2)] B[GeV^(7/2)]
0.208790977216722 -0.017364568562963
0.208446697864054 -0.018297784398617
0.198316908373968 -0.020898596886381
0.211775738230716 -0.018384002955070
0.227755695375786 -0.010142118359184
0.214375422767576 -0.017545600123280
0.222731264998978 -0.012258184727190
0.224638319129047 -0.016488793832042
0.219370499572372 -0.019673451326539
0.198967447073663 -0.014107237407061
0.208703703352810 -0.016367393799394
0.220192944661258 -0.017218856769318
0.209498501826813 -0.022142482645778
0.233838676339947 -0.013505019086000
0.233396651435293 -0.008613941765629
0.204384737397175 -0.015296061516403
0.200532315718048 -0.018545231202431
0.200961485298740 -0.017841591729247
0.197538695389204 -0.010026211806150
0.195577549403544 -0.013514356395172
0.207478082965657 -0.011524550837920
0.222067734994743 -0.023216911474054
0.228539937942082 -0.012734047078265
0.217680225669476 -0.019310515821589
0.230930572579656 -0.027761554852721
0.225277336614827 -0.005348036577687
0.199149889669482 -0.009340721834749
0.195983127170797 -0.011534496088519
0.219104582834964 -0.019320208472993
0.175589494111903 -0.007647097076128
0.206104076519380 -0.011854981104727
0.202460582087506 -0.012183577826826
0.222972093721363 -0.015434761642884
0.220796808938595 -0.009362465418985
0.197663244194791 -0.012119746951613
0.188865821472780 -0.010293826324909
0.204427117313486 -0.014537797534774
0.192017484407086 -0.024245247769193
0.238884106130657 -0.015929085539812
0.199592405898438 -0.013668127894104
0.225970988781685 -0.015790115251707
0.203178818866820 -0.012938527511345
0.218054065951783 -0.019837576655907
0.195254813828722 -0.017560097378485
0.198192110875029 -0.010763299258061
0.227161820085662 -0.015983350483224
0.215123401398691 -0.013100594205420
0.231892176751721 -0.019655729036411
0.226502866262928 -0.019579660681601
0.224783107600665 -0.025526085498944
0.208024453089242 -0.010610932396896
0.244006028062398 -0.011890314369755
0.200084358914521 -0.012673403906713
0.209406536802490 -0.011355197374376
0.197259045150469 -0.016983793031512
0.222690641055506 -0.014432912203474
0.209189570479239 -0.020065856502547
0.226294868736797 -0.012147593080332
0.205877512766294 -0.014251170108257
0.213985023318710 -0.016782345117129
0.207656332923667 -0.014349132291109
0.234646060934718 -0.017341340062353
0.203571718640143 -0.017309313858636
0.213776555763877 -0.024655820005769
0.230797028504706 -0.008019879250929
0.193608879116571 -0.005901211708762
0.238333467374582 -0.025749405214284
0.220913208018664 -0.017157493803001
0.197599535114473 -0.015784603214996
0.199371496917623 -0.018437990591240
0.229985736015604 -0.024284906330345
0.220487887480192 -0.021853104720779
0.193637701493633 -0.013863956174501
0.209099305322447 -0.012273957927446
0.221998144135977 -0.012586610667544
0.204103860797068 -0.024101084747998
0.217142618835861 -0.011564704681612
0.231101581108920 -0.010816498284817
0.224215326798355 -0.014720423416515
0.213790795629254 -0.012930126476825
0.194394069293805 -0.013037798791497
0.234402874903223 -0.014305594008040
0.226786168399404 -0.023267981630607
0.215740597108245 -0.010569672303213
0.215099106515387 -0.006024922915856
0.179067110598729 -0.015126145902135
0.222208621929597 -0.018887207200935
0.193734774100860 -0.014039885376009
0.225190818811433 -0.019851733753927
0.236453201952309 -0.012179000912637
0.207190462673071 -0.024973541650375
0.226924611409840 -0.015418781656110
0.217753451858950 -0.025738329797832
0.215941088990287 -0.008924392081970
0.196246363341361 -0.017187814729936
0.214629393293822 -0.019674840739036
0.203329029794764 -0.008657458003173
0.208116279425346 -0.007592590079529
0.204607900434187 -0.017970004529595
0.222879796763889 -0.013322329136196
0.217709827488823 -0.018599754820539
0.217825813501920 -0.023907324346558
0.213120152329020 -0.004583568212381
0.218619477552170 -0.013267474277742
0.237106095398561 -0.017444210216988
0.226674641991695 -0.019019356993396
0.215189591572481 -0.012082679393890
0.215568190102194 -0.023098797941231
0.230991355784426 -0.016739696713499
0.213940071414888 -0.011700794251627
0.232359542300059 -0.021207384063167
0.209773582177250 -0.018843135159401
0.203594322732510 -0.017095458422131
0.214163421234635 -0.016421406812892
0.223977820796016 -0.020785722211985
0.211757067498959 -0.012843709467421
0.222269477602663 -0.011831691267062
0.210942414979726 -0.011862696700907
0.244286150340545 -0.013132071076021
0.204116011624646 -0.008137202805797
0.220672547404827 -0.013940283654423
0.210952749019065 -0.015345441126934
0.202777733050582 -0.020947575006976
0.244451461997366 -0.013812428178332
0.178295421402139 -0.012521183585512
0.217671269710523 -0.011734474038574
0.195396322993668 -0.014465703599645
0.198011790023652 -0.018153263738802
0.224319458022336 -0.021777185754945
0.207534042117382 -0.011055892268704
0.231230291924005 -0.019869446485893
0.216607386332026 -0.007707392213633
0.225942138535007 -0.015910714232972
0.185536673859972 -0.019681224490493
0.193960551596663 -0.024421795009412
0.208976286626025 -0.009954613472317
0.211710836501870 -0.021963101259143
0.215638834712934 -0.016997787901376
0.217299169025757 -0.012251539188123
0.206464411200675 -0.012928522390500
0.214843910138535 -0.015129299570118
0.230430347708561 -0.014390593894128
0.208197554562419 -0.012775707246830
0.217210355466715 -0.026761533836966
0.193013096297099 -0.011930493523199
0.210274030847948 -0.009489534846016
0.236750301187001 -0.012903479657311
0.221177620919066 -0.023312739296078
0.192383446824710 -0.020726910053892
0.245636603294123 -0.018938045024236
0.243254766292251 -0.017377146065611
0.218834769062982 -0.020314707098955
0.215429817616165 -0.011963261976488
0.226375072629274 -0.018909697287359
0.222368774144339 -0.020394425004538
0.213696938799614 -0.021985562765589
0.219619426351096 -0.017497348049289
0.218090212924172 -0.014092354269349
0.228936828827923 -0.020897285952940
0.192321028975912 -0.018113558992031
0.231523630851026 -0.017014638536460
0.200263370276130 -0.013621574697185
0.248263892886725 -0.009496635933676
0.219318013520530 -0.019213157032520
0.208699352378029 -0.014814004514393
0.217962528065613 -0.016449283540530
0.239359510062262 -0.022169107410642
0.167174381986678 -0.011657753933479
0.223688617558289 -0.010301504454545
0.223884565037508 -0.018017175690004
0.205627454658272 -0.010393632129310
0.220663283430589 -0.018173058014997
0.196792520707601 -0.011819584323187
0.201437638714090 -0.014693635800389
0.216521214182623 -0.008105315440776
0.230794842895330 -0.017152567157925
0.230104117576618 -0.018783263301235
0.190045358110326 -0.015601292122450
0.228233903185249 -0.009875485913588
0.219245078755929 -0.017472033314637
0.221708910906213 -0.014910258844289
0.219942004051876 -0.020178709215313
0.202875455945853 -0.007461189580283
0.188089226302703 -0.018948058348231
0.183158352126593 -0.009987142061034
0.231503560479636 -0.019650103862068
0.220657842448750 -0.019330490962059
0.212428401300952 -0.016027132806788
0.214985751290333 -0.015953977607605
0.226983944553820 -0.021353571969367
0.214038332275972 -0.017925103470674
0.217220370201034 -0.015522755918474
0.197141592491217 -0.012705868317760
0.198833437917403 -0.017720817278324
0.210904875302280 -0.021819908607611
0.221350494946694 -0.016076453784749
0.186257267682579 -0.005100064999092
0.190005175581731 -0.007122455268309
0.196688453248947 -0.011182429251430
0.186090339156149 -0.008057618223321
0.198217440342092 -0.005292892644563
0.235475256909614 -0.022866076637981
0.202273527060860 -0.020568706670181
0.191992788581183 -0.010777122503083
0.216576988984939 -0.014523853046279
0.201333274396352 -0.020671501007785
0.188221611453138 -0.009901103632159
0.237668627579246 -0.020478888349134
0.215585707621614 -0.018180751911046
0.213862781483614 -0.017659218027876
0.222493225872093 -0.023479984909924
0.227112460927287 -0.019687730997757
0.199051487897167 -0.016501541202803
0.202710853118338 -0.017193344348036
0.210802288880352 -0.011680525689975
0.209392065490797 -0.019135504827803
0.183850695442122 -0.013708770905775
0.192772103714785 -0.014808641577381
0.186181182380433 -0.029320476169018
0.208752340913981 -0.019766564971751
0.209462489114946 -0.014657139397193
0.196365837328284 -0.023148852425187
0.191478545751103 -0.012947734026038
0.198643489354460 -0.012111738607348
0.208587068778005 -0.018597241864145
0.238512722013888 -0.016728543328267
0.240652734027565 -0.016895634450696
0.218861702744302 -0.014248815985490
0.218616489178126 -0.011877463891984
0.245517465223597 -0.013682206086358
0.224139983960505 -0.019367756458543
0.188124158688798 -0.010737635512178
0.235810769702263 -0.013115473640543
0.210747101468725 -0.013106881963645
0.223973990398444 -0.017337386673799
0.219236264660686 -0.018441521490724
0.216820249278267 -0.022194827901525
0.225365797130864 -0.003250839467979
0.237347861955080 -0.025854697492256
0.216303293051951 -0.008324850129455
0.200892811246103 -0.011283490262616
0.160101171568869 -0.014238541507505
0.196823112967192 -0.017861908257080
0.201412586518266 -0.016513638760994
0.225224294594655 -0.011485313821646
0.214279426657255 -0.012707310596021
0.192491581300096 -0.010933305144669
0.200097787106282 -0.015157860763777
0.224544457449537 -0.012764630245566
0.203428150572151 -0.020735512399200
0.190986125484039 -0.008507815606911
0.187475038854781 -0.017371716055638
0.226557040538883 -0.020685706694965
0.203978574399550 -0.016866238988525
0.224473261526273 -0.022964071105543
0.202441585377589 -0.019627835375562
0.228533930857857 -0.015792581550290
0.226380363503932 -0.019982769205724
0.229018787965262 -0.019123970667355
0.174569592831486 -0.009248301183968
0.222773038182791 -0.016508422446694
0.222754869499475 -0.014510678892726
0.195673180980189 -0.016571272523773
0.221654230583844 -0.010336222665712
0.213099093046005 -0.008919910260266
0.207311695625101 -0.016054955265790
0.219039076020233 -0.016396554968907
0.240326093568631 -0.011261801351738
0.218227503822894 -0.020822277157808
0.230643347572993 -0.020642056555993
0.207695458761688 -0.021755892138086
0.206428735713453 -0.019114591512259
0.197388474510656 -0.009251266632266
0.218278614177985 -0.015147861533281
0.207601494356944 -0.014397328188801
0.221695154347759 -0.017116437354434
0.228992629199955 -0.018500346203538
0.197706651369617 -0.017694062180025
0.197072993306321 -0.013519557324708
0.233218161231806 -0.017538985473061
0.197151117748207 -0.008204988908124
0.193261114156191 -0.010810285059496
0.208332760027403 -0.018643681204770
0.209528135228842 -0.015321217301759
0.212443957103899 -0.015550250937902
0.225291051458500 -0.017569160300609
0.216495553090567 -0.019789688295744
0.205408615542747 -0.004813131713615
0.211364411789209 -0.026569478583484
0.216643856975376 -0.011763936061225
0.196402191908132 -0.016906731399313
0.199627089587548 -0.016140950713039
0.225182772992632 -0.018389657396770
0.208537117872646 -0.004278135294314
0.223927420554963 -0.017007994600593
0.203651826137672 -0.008007688917864
0.209742070630703 -0.017620355213676
0.215906247019038 -0.011542149481525
0.211707989023568 -0.005898635904713
0.212481872595740 -0.013580175678453
0.210857089407173 -0.018051528326927
0.200704604394809 -0.015555860475354
0.207070122376601 -0.011024996946575
0.216143991613346 -0.012221060457863
0.225420838221734 -0.022577296205535
0.222437479140299 -0.014851769353104
0.215813859221835 -0.018960101664573
0.222633441985408 -0.004856265118969
0.206394024799058 -0.018479383167452
0.203670686617314 -0.016860925416886
0.206468889916501 -0.011041555160013
0.233378011136455 -0.016220263035200
0.209291037850252 -0.014385339004260
0.202633854088817 -0.011054144629676
0.225646098777879 -0.021187780960311
0.225561438644649 -0.023251665652587
0.203535024000811 -0.022508759991900
0.207849667316108 -0.019965192432149
0.225013882934476 -0.027733404036309
0.199594222057683 -0.013673847972353
0.224754240117921 -0.014305185975854
0.213871816982109 -0.013683805156595
0.215517508619229 -0.019524747969433
0.230717562399453 -0.019502835557596
0.187710086723498 -0.011269053237325
0.213768539396116 -0.018113502431856
0.239300345948491 -0.016987870194574
0.206177880739546 -0.015648676738530
0.185609075161705 -0.018677844505006
0.227955169954369 -0.023181026871404
0.221095106070031 -0.010368487381766
0.216781422699014 -0.019223150482146
0.226260998925537 -0.004564925570113
0.204615291006053 -0.011512144172246
0.188780257047429 -0.018020282869596
0.227155249617123 -0.023785494172864
0.196348283912522 -0.002838542421683
0.206462603251233 -0.024096976549495
0.207604719676659 -0.012313870095591
0.244580131259291 -0.026338563890160
0.203727203944488 -0.016328071850310
0.184566789632522 -0.016951436565672
0.231013531559294 -0.016359384121923
0.191225673618873 -0.008529940765033
0.240727313279565 -0.019639170486615
0.187117518924008 -0.009992762727551
0.205161375013524 -0.019778941300278
0.203103559579658 -0.015042657364278
0.229589921583068 -0.026445809395731
0.197140591565379 -0.011313355250245
0.201066457425859 -0.016583777785870
0.216120504101409 -0.015944821523289
0.197103104309286 -0.016656440796124
0.220342014151797 -0.009637194420924
0.217029083675780 -0.023760982864622
0.180582451537382 -0.010576217223193
0.242527560185528 -0.023889181109289
0.209145837091542 -0.020169245889794
0.225041220447614 -0.021513405564615
0.211791963230085 -0.016001041034068
0.187495388339431 -0.013628274217412
0.222057063339144 -0.018410464435634
0.217714887650406 -0.023148333183970
0.202541374893151 -0.020871202362284
0.216715224149803 -0.019425016260527
0.228054230204574 -0.010551492757845
0.190117051540499 -0.015671351155609
0.217789628853711 -0.023536615625566
0.203251783849307 -0.010221812212676
0.210756339762286 -0.018318020038785
0.204735735489789 -0.020459961752773
0.226374040904432 -0.021667390894606
0.205989325612685 -0.022538727820697
0.206101094577574 -0.005852745939665
0.178802570944926 -0.019065407976442
0.209311131427138 -0.020364536223343
0.215068885726526 -0.020541377736626
0.246305999410654 -0.016068526035036
0.213556831123381 -0.021367382480996
0.211766910987798 -0.017445691197119
0.215220583361437 -0.018035058177596
0.214429539634717 -0.021491052003863
0.231142162024071 -0.011792122464683
0.234296131507480 -0.015652119058354
0.224585698222815 -0.021151977116149
0.208141256223009 -0.012904080945942
0.210300080934686 -0.011517932936227
0.218384415449884 -0.021956596348540
0.213248050915213 -0.011960385117643
0.216565533126282 -0.017819456851969
0.196196554225414 -0.016842799205959
0.214273408883534 -0.021456513221857
0.238704520807442 -0.009795362286166
0.191621183828171 -0.016803977400976
0.211545838937482 -0.015043832591084
0.212297338661893 -0.017320252949947
0.202757021215415 -0.015045175952377
0.221271266426169 -0.012114781086398
0.224606972993493 -0.013293230792793
0.224515387319346 -0.011553066482205
0.213261422858356 -0.010903051754741
0.200127116292979 -0.010897375742880
0.227890025380542 -0.018509988770563
0.222529448190060 -0.015344198192224
0.200075981043353 -0.011406321073604
0.198832489311464 -0.020191559335916
0.222836013737508 -0.025239275564676
0.222716216223111 -0.025791540080846
0.209567839578642 -0.019238335673665
0.211458025623473 -0.007165681973296
0.226152257006051 -0.019184300573391
0.219128173206157 -0.019167004605685
0.216622276088640 -0.012068556896836
0.191208202210359 -0.018369392713702
0.176495423997805 -0.018836567655864
0.192607810681472 -0.020262917400695
0.204683826937208 -0.019937958204555
0.209958621366738 -0.011906203083822
0.208987070300914 -0.022637131876505
0.191958531169399 -0.010204605790720
0.201901186892203 -0.016905949082167
0.211294888596085 -0.017978377434215
0.221356681378909 -0.012073528620794
0.229855421888738 -0.020707089807924
0.178579820158983 -0.016496066366397
0.214797655248864 -0.011522829797815
0.224468841594186 -0.021053337761222
0.232244845898775 -0.026836700684513
0.208064623106087 -0.012314514028305
0.192449185818860 -0.009267416675290
0.195123178050311 -0.013682157465056
0.198687090201239 -0.009071539820534
0.226807817073506 -0.023824436772445
0.223060956052919 -0.012210588671381
0.208659381788205 -0.011809649496053
0.213266906817120 -0.018331874475945
0.227415129069547 -0.010976586686173
0.192371678818138 -0.011885259563947
0.215071923147000 -0.005909540753867
0.215322037333577 -0.011112765052218
0.208728412374774 -0.014010817382147
0.186661144282986 -0.010146521036965
0.181369996196196 -0.006082171700267
0.205343237370678 -0.009264924858948
0.220945786309013 -0.022578703322537
0.211559362150721 -0.015422250942553
0.194691768533358 -0.012742230153372
0.198028497829348 -0.019075368266179
0.236318375309348 -0.013169313869640
0.210717682743144 -0.021570989988886
0.227132384900839 -0.015889092618545
0.202083634826598 -0.014861645459899
0.199652568741947 -0.011070904976940
0.238127820491538 -0.022965978053204
0.230977502148382 -0.018485989055386
0.231925253096820 -0.021110848154192
0.215623624936075 -0.026877721864583
0.180904974266807 -0.008948810573753
0.214908049096543 -0.015597849157234
0.221315565668901 -0.024497757919681
0.189902855835777 -0.018460189945264
0.203416440213652 -0.015820109208533
0.231495929654145 -0.016161733744083
0.164934134866510 -0.012805432514042
0.197616797368106 -0.009522966974519
0.228416529836082 -0.011863828575936
0.194737008814311 -0.017977300905451
0.200548702167929 -0.020558389075711
0.213235154132342 -0.011974466434168
0.220981891524687 -0.016529939137916
0.209666763502592 -0.016366878063138
0.230997468335574 -0.016592015432999
0.216022442120009 -0.010836564716574
0.202639435071806 -0.017672378391788
0.231840873564194 -0.018895702308836
0.224395795849236 -0.015005535157447
0.218262189714475 -0.019521544257818
0.240376356645435 -0.024771066110833
0.177555649360548 -0.016286874909061
0.215761380225841 -0.013790128221724
0.227281456840345 -0.017908917248477
0.214077626730605 -0.022416566579578
0.221768909108343 -0.017757216526461
0.207607005569848 -0.017017334599267
0.213543782400255 -0.015886409269175
0.211949621036095 -0.015944012279243
0.212478456324833 -0.005949251005638
0.205167731737058 -0.018826539543192
0.234527264705898 -0.013189665634513
0.214331364001497 -0.009713083184348
0.228267035671479 -0.012502304756304
0.222688076489404 -0.010111197751581
0.196261170007351 -0.017895034233637
0.183961334923238 -0.017880416951273
0.203741135379257 -0.009614901375402
0.228835644749029 -0.017743100353659
0.212337960328431 -0.016138658539804
0.212735305331932 -0.021223425639863
0.220530306318954 -0.012221094717687
0.216416681512622 -0.015241586892510
0.245690672473225 -0.016005978414702
0.227825022067447 0.000995642884000
0.197873958787792 -0.012189763532241
0.195984319565353 -0.016945069629250
0.202784769701814 -0.015694213335574
0.215514560583579 -0.013620009055285
0.224119256698088 -0.011612614367377
0.242188268383205 -0.011835059645735
0.212612000023699 -0.018818021733944
0.225537405614947 -0.016033027845612
0.213346502602024 -0.014525349616000
0.186662922229890 -0.020100831239917
0.220805532204701 -0.023481950904100
0.208350973735510 -0.013033672514362
0.222510618854041 -0.015697032931473
0.223698914756418 -0.019892873837789
0.216921693685847 -0.013062326905455
0.208498695075699 -0.008169042016086
0.212798931058071 -0.013988132900437
0.213287014252859 -0.007019037424928
0.222032093852167 -0.006000445685143
0.221638847610171 -0.019177780512134
0.237741290558396 -0.017771116152536
0.228815094126555 -0.018003084259872
0.233759373668975 -0.019879112385674
0.215436352750195 -0.020402653091169
0.236776150551302 -0.019449911753028
0.220124191532299 -0.018450440631655
0.241892605619737 -0.023447572068800
